_id: 587e4a2f93c385b3a2e34ce1
SMARTS: [C:1]-[CH;+0:2](-[CH2;+0:3]-[C:4]=[O:5])-[N;H0;+0:7](-[C:6])-[C:8]>>[C:1]-[CH;+0:2]=[CH;+0:3]-[C:4]=[O:5].[C:6]-[NH;+0:7]-[C:8]
number of examples (rxd ids): 101
number of examples (rx ids): 60
EFG Index	Name	SMARTS	In reduced set?	Number of products with group	Fraction of products with group	Fraction of products (in general) with group	Total number of products (in general) tested	Z-score
130	Thioureas	[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])][CX3](=S)[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])]	True	0.0	0.0	0.00494379844961	516000.0	0.545986711661
131	Isothioureas	[NX3&!$([NX3]([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[CX3]([S&!$([SX2]([CX3]=N)C=C)])=[NX2][#1,#6]	True	0.0	0.0	0.000651162790698	516000.0	0.197725116856
132	Guanidines	N[CX3](=[NX2][#1,#6])N	True	0.0	0.0	0.00246124031008	516000.0	0.384758021547
133	Semicarbazides	[$([NX3][CX3](=[OX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[NX3][CX3]=[OX1,SX1])][NX3])&!$([NX3][CX3](=[OX1])[NX3]N=C)]	True	0.0	0.0	0.000527131782946	516000.0	0.177889251795
134	Thiosemicarbazides	[$([NX3][CX3](=[SX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[NX3][CX3]=[OX1,SX1])][NX3])&!$([NX3][CX3](=[SX1])[NX3]N=C)]	True	0.0	0.0	0.000563953488372	516000.0	0.184000816469
135	Azides	[#6&!$([CX3]=[OX1,SX1])][$([NX2]=[NX2+]=[NX1-]),$(N=[NX2+]=N),$([NX2-]-[NX2+]#[NX1]),$([NX2]=[NX2]#[NX1])]	True	0.0	0.0	0.00656395348837	516000.0	0.629634111739
136	Azo compounds	[#6][NX2]=[NX2][#6]	True	0.0	0.0	0.00595736434109	516000.0	0.599653052198
137	Diazonium salts	[#6&!$([CX3]=[OX1,SX1])][NX2+]#[NX1]	True	0.0	0.0	0.000125968992248	516000.0	0.0869430367271
138	Isonitriles	[#6&!$([CX3]=[OX1,SX1])][$([NX2+]#[CX1-]),$([NX2]#[CX1])]	True	0.0	0.0	0.000358527131783	516000.0	0.146694724779
139	Cyanates	[#6][OX2][CX2]#[NX1]	True	0.0	0.0	1.93798449612e-05	516000.0	0.0341000473635
140	Isocyanates	[#6][NX2]=[CX2]=[OX1]	True	0.0	0.0	0.000817829457364	516000.0	0.22160759535
141	Thiocyanates	[#6][SX2][CX2]#[NX1]	True	0.0	0.0	0.00122868217054	516000.0	0.271682923089
142	Isothiocyanates	[#6][NX2]=[CX2]=[SX1]	True	0.0	0.0	0.00162209302326	516000.0	0.312223782927
143	Carbodiimides	[#1,#6&!$([CX3]=[OX1,SX1])][NX2]=[CX2]=[NX2][#1,#6&!$([CX3]=[OX1,SX1])]	True	0.0	0.0	0.000230620155039	516000.0	0.117645232826
144	Nitroso compounds	[#6,#7][NX2]=[OX1]	True	0.0	0.0	0.00183914728682	516000.0	0.332493812318
145	Nitro compounds	[#6&!$([CX3]=[OX1,SX1])][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]	True	0.0	0.0	0.0619399224806	516000.0	1.99041648622
146	Nitrites	[#6&!$([CX3]=[OX1,SX1])][OX2][NX2]=[OX1]	True	0.0	0.0	7.55813953488e-05	516000.0	0.0673440900141
147	Nitrates	[#6&!$([CX3]=[OX1,SX1])][OX2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]	True	0.0	0.0	0.000823643410853	516000.0	0.222394552028
148	Sulfuric acid derivatives	[!#1!#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6]	True	0.0	0.0	0.00323643410853	516000.0	0.44138020336
149	Sulfuric acid	[OH1,O-][Sv6X4](=[OX1])(=[OX1])[OX2,O-]	True	0.0	0.0	0.000728682170543	516000.0	0.209171719927
150	Sulfuric acid monoesters	[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OH1,O-]	True	0.0	0.0	0.000482558139535	516000.0	0.170198311487
151	Sulfuric acid diesters	[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6]	True	0.0	0.0	0.000137596899225	516000.0	0.0908677607961
152	Sulfuric acid amide esters	[#6][OX2][Sv6X4](=[OX1])(=[OX1])N	True	0.0	0.0	0.000331395348837	516000.0	0.14103301642
153	Sulfuric acid amides	[OH1,O-][Sv6X4](=[OX1])(=[OX1])N	True	0.0	0.0	0.000172480620155	516000.0	0.101738008057
154	Sulfuric acid diamides	N[Sv6X4](=[OX1])(=[OX1])N	True	0.0	0.0	0.000928294573643	516000.0	0.236113151446
155	Sulfuryl halides	[!#1!#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]	True	0.0	0.0	0.000825581395349	516000.0	0.222656254857
156	Sulfonic acid derivatives	[#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6]	True	0.0	0.0	0.0345	516000.0	1.46422605819
157	Sulfonic acids	[#6][Sv6X4](=[OX1])(=[OX1])[OH1,O-]	True	0.0	0.0	0.00411046511628	516000.0	0.497640158901
158	Sulfonic acid esters	[#6][Sv6X4](=[OX1])(=[OX1])[OX2][#6]	True	0.0	0.0	0.00726356589147	516000.0	0.662572490312
159	Sulfonamides	[#6][Sv6X4](=[OX1])(=[OX1])N	True	0.0	0.0	0.019507751938	516000.0	1.09258857005
160	Sulfonyl halides	[#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]	True	0.0	0.0	0.00138565891473	516000.0	0.288539224965
161	Sulfones	[#6][Sv6X4](=[OX1,SX1,NX2])(=[OX1,SX1,NX2])[#6]	True	0.0	0.0	0.0174476744186	516000.0	1.03220535346
162	Sulfoxides	[#6][Sv4X3](=[OX1])[#6]	True	0.0	0.0	0.00528294573643	516000.0	0.564499789202
163	Sulfinic acid derivatives	[#6][Sv4X3](=[OX1])[!#1!#6]	True	0.0	0.0	0.00203294573643	516000.0	0.34960719741
164	Sulfinic acids	[#6][Sv4X3](=[OX1])[OH1,O-]	True	0.0	0.0	0.000317829457364	516000.0	0.138115276481
165	Sulfinic acid esters	[#6][Sv4X3](=[OX1])[OX2][#6]	True	0.0	0.0	0.000674418604651	516000.0	0.201227289269
166	Sulfinic acid halides	[#6][Sv4X3](=[OX1])[F,Cl,Br,I]	True	0.0	0.0	0.000102713178295	516000.0	0.0785074753696
167	Sulfinic acid amides	[#6][Sv4X3](=[OX1])[NX3&!$([NX3][CX3]=[OX1,SX1,NX2])]	True	0.0	0.0	0.000532945736434	516000.0	0.178868088711
168	Sulfenic acid derivatives	[#6][Sv2X2][!#6!#1!S]	True	0.0	0.0	0.00512403100775	516000.0	0.555900288465
169	Sulfenic acids	[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OH1]	True	0.0	0.0	3.87596899225e-06	516000.0	0.0152498865839
170	Sulfenic acid esters	[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OX2][#6]	True	0.0	0.0	0.000124031007752	516000.0	0.0862715682814
171	Sulfenic acid halides	[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][F,Cl,Br,I]	True	0.0	0.0	0.000220930232558	516000.0	0.11514661467
172	Sulfenic acid amides	[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][NX3]([#6&!$([CX3]=[OX1,SX1,NX2])])[#6&!$([CX3]=[OX1,SX1,NX2])]	True	0.0	0.0	0.000321705426357	516000.0	0.138955160106
173	Thiols	[#6&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]	True	0.0	0.0	0.00387209302326	516000.0	0.482937427701
174	Alkylthiols	[C&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]	True	0.0	0.0	0.0018003875969	516000.0	0.328965146525
175	Thiophenols	c[Sv2H1]	True	0.0	0.0	0.00207364341085	516000.0	0.353096460561
176	Phosphoric acid derivatives	[OX1]=[Pv5X4]([H,!#6!$([SX2])])([H,!#6!$([SX2])])[H,!#6!$([SX2])]	True	0.0	0.0	0.011246124031	516000.0	0.826100096739
177	Phosphoric acids	[OX1]=[Pv5X4]([OH1])([O])[O]	True	0.0	0.0	0.00102713178295	516000.0	0.248377262784
178	Phosphoric acid esters	[OX1]=[Pv5X4]([OX2][#6])([!#6!$([SX2])])[!#6!$([SX2])]	True	0.0	0.0	0.00651356589147	516000.0	0.627196887477
179	Phosphoric acid halides	[OX1]=[Pv5X4]([F,Cl,Br,I])([!#6!$([SX2])])[!#6!$([SX2])]	True	0.0	0.0	0.000732558139535	516000.0	0.209727696581
180	Phosphoric acid amides	[OX1]=[Pv5X4]([NX3])([!#6!$([SX2])])[!#6!$([SX2])]	True	0.0	0.0	0.00233139534884	516000.0	0.374447017872
181	Thiophosphoric acid derivatives	[$([SX1]=[Pv5X4]([H,!#6])([H,!#6])[H,!#6]),$([OX1]=[Pv5X4]([SX2])([H,!#6])[H,!#6])]	True	0.0	0.0	0.00271317829457	516000.0	0.404021692298
182	Thiophosphoric acids	[$([SX1]=[Pv5X4]([OH1,SH1])([O,S])[O,S]),$([OX1]=[Pv5X4]([SH1])([O,S])[O,S])]	True	0.0	0.0	0.00012984496124	516000.0	0.0882706591738
183	Thiophosphoric acid esters	[$([SX1]=[Pv5X4]([OX2,SX2][#6])([!#6])[!#6]),$([OX1]=[Pv5X4]([SX2][#6])([!#6])[!#6])]	True	0.0	0.0	0.00231007751938	516000.0	0.37272716915
184	Thiophosphoric acid halides	[$([SX1]=[Pv5X4]([F,Cl,Br,I])([!#6])[!#6]),$([OX1]=[Pv5X4]([F,Cl,Br,I])([SX2,SH1])[!#6])]	True	0.0	0.0	0.000174418604651	516000.0	0.102308072488
185	Thiophosphoric acid amides	[$([SX1]=[Pv5X4]([NX3])([!#6])[!#6]),$([OX1]=[Pv5X4]([NX3])([SX2,SH1])[!#6])]	True	0.0	0.0	0.000697674418605	516000.0	0.204669702402
186	Phosphonic acid derivatives	[OX1]=[Pv5X4]([#6])([!#6])[!#6]	True	0.0	0.0	0.0119360465116	516000.0	0.851359611898
187	Phosphonic acids	[OX1]=[Pv5X4]([#6])([OH1])O	True	0.0	0.0	0.00112790697674	516000.0	0.260289889066
188	Phosphonic acid esters	[OX1]=[Pv5X4]([#6])([OX2][#6])[!#6]	True	0.0	0.0	0.0100542635659	516000.0	0.78062922616
189	Phosphines	[Pv3X3]([#6])([#6])[#6]	True	0.0	0.0	0.00151162790698	516000.0	0.301388399122
190	Phosphinoxides	[Pv5X4](=[OX1])([#6])([#6])[#6]	True	0.0	0.0	0.00250968992248	516000.0	0.388535988847
191	Boronic acid derivatives	[Bv3X3]([#6])([!#6])[!#6]	True	0.0	0.0	0.000360465116279	516000.0	0.147090805243
192	Boronic acids	[BX3]([#6])([OH1,SH1])[O,S]	True	0.0	0.0	4.26356589147e-05	516000.0	0.0505791320093
193	Boronic acid esters	[BX3]([#6])([OX2][#6])[H,!#6]	True	0.0	0.0	0.000122093023256	516000.0	0.0855948351417
194	Alkynes	[CX2]#[CX2]	True	8.0	0.133333333333	0.0206531007752	516000.0	-6.13482825708
195	Aromatic compounds	[a!R0]	True	20.0	0.333333333333	0.727412790698	516000.0	6.85437959402
196	Arenes	c1ccccc1	True	20.0	0.333333333333	0.646238372093	516000.0	5.06875261716
197	Heterocyclic compounds	[*R]~[*R&!#6]~[*R]	True	50.0	0.833333333333	0.555874031008	516000.0	-4.32525345636
198	Aromatic heterocyclic compounds	[a!#6!R0]	True	0.0	0.0	0.278651162791	516000.0	4.81419452467
199	alpha-Aminoacids	[OH1][CX3](=[OX1])[CX4]([#1,#6])([#1,#6])[NH2,$([NH1]([#6])[#6])&!$([NH1](CC(=O)[OH1])[CX3]=[OX1,SX1])]	True	0.0	0.0	0.00022480620155	516000.0	0.11615250618
200	alpha-Hydroxyacids	[OH1][CX3](=[OX1])[CX4]([OH1])[#1,#6]	True	0.0	0.0	0.000945736434109	516000.0	0.238323090867
201	1,2-Diamines	[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])[CX4][CX4][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])	True	4.0	0.0666666666667	0.00794379844961	516000.0	-5.1214192978
202	1,2-Dithiols	[CX4]([SH1])([#1,#6])([#1,#6])[CX4]([SH1])([#1,#6])([#1,#6])	True	0.0	0.0	0.0	516000.0	nan
203	1,2-Aminothiols	[SH1][CX4][CX4][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])	True	0.0	0.0	6.39534883721e-05	516000.0	0.0619471927726
204	alpha-Oxoacids	[OH1][CX3](=[OX1])[CX3](=[OX1])[#1,#6]	True	0.0	0.0	0.000282945736434	516000.0	0.13031327056
205	alpha, beta-Unsaturated carboxylic acids	[OH1][CX3](=[OX1])[CX3]=[CX3]	True	0.0	0.0	0.0045484496124	516000.0	0.523596988665
206	Dithiophenols	[$(c([SH1])c([SH1])),$(c([SH1])[aR1]c([SH1])),$(c1([SH1])aac([SH1])aa1)]	True	0.0	0.0	4.26356589147e-05	516000.0	0.0505791320093
207	Aminophenols	[$(c([OH1])c[NX3]([#1,#6])[#1,#6]),$(c([OH1])[aR1]c[NX3]([#1,#6])[#1,#6]),$(c1([OH1])aac([NX3]([#1,#6])[#1,#6])aa1)]	True	0.0	0.0	0.000746124031008	516000.0	0.211662148189
208	Aminothiophenols	[$(c([SH1])c[NX3]([#1,#6])[#1,#6]),$(c([SH1])[aR1]c[NX3]([#1,#6])[#1,#6]),$(c1([SH1])aac([NX3]([#1,#6])[#1,#6])aa1)]	True	0.0	0.0	2.51937984496e-05	516000.0	0.0388801490115
209	Aryl halides	a[F,Cl,Br,I]	True	0.0	0.0	0.111125968992	516000.0	2.73879887159
210	Alkyl halides	[CX4][F,Cl,Br,I] AND NOT [$([CX4]([F,Cl,Br,I])[CX3]=[CX3]),$([CX4]([F,Cl,Br,I])[CX2]#[CX2]),$([CX4]([F,Cl,Br,I])a)]	True	0.0	0.0	0.0734573643411	516000.0	2.18101468737
211	Primary amines	[NX3H2][c,CX4&!$([CX4]([NH2])[O,N,S,P])]	True	0.0	0.0	0.0405542635659	516000.0	1.59251161698
212	Secondary amines	[NX3H1]([c,CX4&!$([CX4]([NX3H1])[O,S,N,P])])[c,CX4&!$([CX4]([NX3H1])[O,S,N,P])]	True	0.0	0.0	0.0385658914729	516000.0	1.55137410173
213	Tertiary amines	[NX3]([c,CX4&!$([CX4]([NX3])[O,S,N,P])])([c,CX4&!$([CX4]([NX3])[O,S,N,P])])[c,CX4&!$([CX4]([NX3])[O,S,N,P])]	True	56.0	0.933333333333	0.0690096899225	516000.0	-26.3940852309
214	Thiocarbonic acid esters	[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[OX2,SX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[OX2,SX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])]),$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[OX1])[SH1])]	True	0.0	0.0	0.00123449612403	516000.0	0.272325739962
215	Acid anhydrides	[#6X3](=[OX1])[#8X2][#6X3](=[OX1])	True	0.0	0.0	0.00375775193798	516000.0	0.475726239282
216	Conjugated alkadienes (1,3-alkadienes)	[CX3]=[CX3][CX3]=[CX3]	True	0.0	0.0	0.0286744186047	516000.0	1.33088269168
217	Unconjugated alkadienes (1,4-alkadienes)	[CX3]=[CX3][CX4][CX3]=[CX3]	True	0.0	0.0	0.0164321705426	516000.0	1.0011992429
218	Vinyl halides	[F,Cl,Br,I][CX3]=[CX3]	True	0.0	0.0	0.0151686046512	516000.0	0.961318079018
219	Gem-trihalides	[CX4]([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I]) AND NOT [CX4]([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I])	True	0.0	0.0	0.0355639534884	516000.0	1.48745211644
220	Alkynyl halides	[F,Cl,Br,I][CX2]#[CX2]	True	0.0	0.0	0.000517441860465	516000.0	0.176245802332
221	Benzyl halides	a[CX4][F,Cl,Br,I]	True	0.0	0.0	0.0167790697674	516000.0	1.01189063553
222	Benzyl fluorides	a[CX4]F	True	0.0	0.0	0.00847286821705	516000.0	0.716041731341
223	Benzyl chlorides	a[CX4]Cl	True	0.0	0.0	0.00422480620155	516000.0	0.504543089809
224	Benzyl bromides	a[CX4]Br	True	0.0	0.0	0.00409302325581	516000.0	0.496578874879
225	Benzyl iodides	a[CX4]I	True	0.0	0.0	0.000193798449612	516000.0	0.107843222419
226	Alkali metals	[#3,#11,#19,#37,#55,#87]	True	0.0	0.0	0.00437984496124	516000.0	0.513757343976
227	Alkaline earth metals	[#4,#12,#20,#38,#56,#88]	True	0.0	0.0	0.000426356589147	516000.0	0.159975952969
228	Transition metals	[#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#72,#73,#74,#75,#76,#77,#78,#79,#80,#104,#105,#106,#107,#108,#109,#110,#111,#112]	True	0.0	0.0	0.000321705426357	516000.0	0.138955160106
229	Lanthanoids	[#57,#58,#59,#60,#61,#62,#63,#64,#65,#66,#67,#68,#69,#70,#71]	True	0.0	0.0	0.0	516000.0	nan
230	Actinoids	[#89,#90,#91,#92,#93,#94,#95,#96,#97,#98,#99,#100,#101,#102,#103]	True	0.0	0.0	0.0	516000.0	nan
231	Post-transition metals	[#13,#31,#49,#50,#81,#82,#83,#113,#114,#115,#116]	True	0.0	0.0	0.000401162790698	516000.0	0.155175468707
232	Metalloids	[#5,#14,#32,#33,#51,#52,#84]	True	6.0	0.1	0.0524864341085	516000.0	-1.65017560501
233	Nonmetals	[#1,#6,#7,#8,#15,#16,#34,#9,#17,#35,#53,#85,#117,#2,#10,#18,#36,#54,#86,#118]	True	60.0	1.0	0.999986434109	516000.0	-0.0285300636038
234	Halogens	[#9,#17,#35,#53,#85,#117]	True	0.0	0.0	0.247098837209	516000.0	4.43745238914
235	Noble gases	[#2,#10,#18,#36,#54,#86,#118]	True	0.0	0.0	0.0	516000.0	nan
236	Chalcogens (oxygen group)	[#8,#16,#34,#52,#84,#116]	True	60.0	1.0	0.898474806202	516000.0	-2.60379467278
237	Pnictogens (nitrogen group)	[#7,#15,#33,#51,#83]	True	60.0	1.0	0.623571705426	516000.0	-6.01808496299
238	Tetragens (carbon group)	[#6,#14,#32,#50,#8,#114]	True	60.0	1.0	0.999986434109	516000.0	-0.0285300636038
239	Thioenolethers	[CX3]([#1,#6])([#1,#6])=[CX3]([SX2][#6&!$([CX3]([OX2])=[OX1,SX1,NX2,C])])[#1,#6]	True	0.0	0.0	0.00107364341085	516000.0	0.253944548157
240	Thioenols	[CX3]([#1,#6])([#1,#6])=[CX3]([SH1])[#1,#6]	True	0.0	0.0	4.26356589147e-05	516000.0	0.0505791320093
241	Enethiodiols	[CX3]([#1,#6])([SH1])=[CX3]([#1,#6])([SH1])	True	0.0	0.0	0.0	516000.0	nan
242	Alkynyl alcohols	[CX2]#[CX2][OH1]	True	0.0	0.0	0.0	516000.0	nan
243	Alkynyl thiols	[CX2]#[CX2][SH1]	True	0.0	0.0	0.0	516000.0	nan
244	Quinones	[$([#6X3]1=,:[#6X3]-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])),$([#6X3]1(=[OX1])-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1)]	True	0.0	0.0	0.0109379844961	516000.0	0.814577173825
245	Thioquinones	[$([#6X3]1=,:[#6X3]-,:[#6X3](=[SX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])),$([#6X3]1(=[OX1])-,:[#6X3](=[OX1,SX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1)]	True	0.0	0.0	0.000782945736434	516000.0	0.216826079991
259	Aziridines (HS)	[#7R1]1-[#6R1]-[#6R1]-1	True	0.0	0.0	0.00197674418605	516000.0	0.344731111475
260	Oxiranes (HS)	[#8R1]1-[#6R1]-[#6R1]-1	True	0.0	0.0	0.00610271317829	516000.0	0.606968561751
261	Thiiranes (HS)	[#16X2R1]1-[#6R1]-[#6R1]-1	True	0.0	0.0	0.000218992248062	516000.0	0.114640362157
263	Azirines (HS)	[$([#7R1]1-[#6R1]=[#6R1]-1),$([#7R1]1=[#6R1]-[#6R1]-1)]	True	0.0	0.0	6.00775193798e-05	516000.0	0.0600405505398
264	1H-Azirines (HS)	[#7R1]1-[#6R1]=[#6R1]-1	True	0.0	0.0	1.93798449612e-06	516000.0	0.0107832877681
265	2H-Azirines (HS)	[#7R1]1=[#6R1]-[#6R1]-1	True	0.0	0.0	5.81395348837e-05	516000.0	0.0590641591286
266	Oxirenes (HS)	[#8R1]1-[#6R1]=[#6R1]-1	True	0.0	0.0	0.0	516000.0	nan
267	Thiirenes (HS)	[#16X2R1]1-[#6R1]=[#6R1]-1	True	0.0	0.0	0.0	516000.0	nan
270	Diaziridines (HS)	[#7R1]1-[#7R1]-[#6R1]-1	True	0.0	0.0	4.26356589147e-05	516000.0	0.0505791320093
271	Dioxiranes (HS)	[#8R1]1-[#8R1]-[#6R1]-1	True	0.0	0.0	1.93798449612e-06	516000.0	0.0107832877681
272	Oxaziridines (HS)	[#8R1]1-[#7R1]-[#6R1]-1	True	0.0	0.0	0.000137596899225	516000.0	0.0908677607961
273	Thiaziridines (HS)	[#16X2R1]1-[#7R1]-[#6R1]-1	True	0.0	0.0	0.0	516000.0	nan
275	1H-Diazirenes (HS)	[#7R1]1-[#7R1]=[#6R1]-1	True	0.0	0.0	0.0	516000.0	nan
276	3H-Diazirenes (HS)	[#7R1]1=[#7R1]-[#6R1]-1	True	0.0	0.0	0.000114341085271	516000.0	0.0828326599101
277	Oxazirenes (HS)	[#7R1]1=[#6R1]-[#8R1]-1	True	0.0	0.0	0.0	516000.0	nan
278	Thiazerenes (HS)	[#7R1]1=[#6R1]-[#16X2R1]-1	True	0.0	0.0	0.0	516000.0	nan
281	Triaziridines (HS)	[#7R1]1-[#7R1]-[#7R1]-1	True	0.0	0.0	0.0	516000.0	nan
282	Trioxiranes (HS)	[#8R1]1-[#8R1]-[#8R1]-1	True	0.0	0.0	0.0	516000.0	nan
283	Trithiiranes (HS)	[#16X2R1]1-[#16X2R1]-[#16X2R1]1	True	0.0	0.0	0.0	516000.0	nan
284	Oxadiaziridines (HS)	[#8R1]1-[#7R1]-[#7R1]1	True	0.0	0.0	0.0	516000.0	nan
285	Dioxaziridines (HS)	[#8R1]1-[#8R1]-[#7R1]1	True	0.0	0.0	0.0	516000.0	nan
286	Thiodiaziridines (HS)	[#16X2R1]1-[#7R1]-[#7R1]1	True	0.0	0.0	0.0	516000.0	nan
287	Dithiaziridines (HS)	[#16X2R1]1-[#16X2R1]-[#7R1]1	True	0.0	0.0	0.0	516000.0	nan
289	1H-Triazirene (HS)	[#7R1]1-[#7R1]=[#7R1]1	True	0.0	0.0	5.81395348837e-06	516000.0	0.018677238479
290	Oxadiazirenes (HS)	[#7R1]1=[#7R1]-[#8R1]1	True	0.0	0.0	0.0	516000.0	nan
291	Thiodiazirenes (HS)	[#7R1]1=[#7R1]-[#16X2R1]1	True	0.0	0.0	0.0	516000.0	nan
304	Azetidines (HS)	[#7R1]1-[#6R1]-[#6R1]-[#6R1]-1	True	0.0	0.0	0.00472286821705	516000.0	0.533588432913
305	Oxetanes (HS)	[#8R1]1-[#6R1]-[#6R1]-[#6R1]-1	True	0.0	0.0	0.000647286821705	516000.0	0.197135388685
306	Thietanes (HS)	[#16X2R1]1-[#6R1]-[#6R1]-[#6R1]-1	True	0.0	0.0	0.000176356589147	516000.0	0.102874980242
308	Azetines (HS)	[$([#7R1]1=[#6R1]-[#6R1]-[#6R1]-1),$([#7R1]1-[#6R1]=[#6R1]-[#6R1]-1)]	True	0.0	0.0	6.00775193798e-05	516000.0	0.0600405505398
309	1-Azetines (HS)	[#7R1]1=[#6R1]-[#6R1]-[#6R1]-1	True	0.0	0.0	6.00775193798e-05	516000.0	0.0600405505398
310	2-Azetines (HS)	[#7R1]1-[#6R1]=[#6R1]-[#6R1]-1	True	0.0	0.0	0.0	516000.0	nan
311	Azetes (HS)	[#7R1]1=[#6R1][#6R1]=[#6R1]1	True	0.0	0.0	3.87596899225e-06	516000.0	0.0152498865839
312	Oxetenes (HS)	[#8R1]1[#6R1]=[#6R1][#6R1]1	True	0.0	0.0	1.93798449612e-06	516000.0	0.0107832877681
313	Thietenes (HS)	[#16X2R1]1[#6R1]=[#6R1][#6R1]1	True	0.0	0.0	7.7519379845e-06	516000.0	0.0215666382228
316	Diazetidines (HS)	[$([NR1]1[CR1][CR1][NR1]1),$([NR1]1[CR1][NR1][CR1]1)]	True	0.0	0.0	7.17054263566e-05	516000.0	0.0655944667463
317	1,2-Diazetidines (HS)	[NR1]1[CR1][CR1][NR1]1	True	0.0	0.0	4.45736434109e-05	516000.0	0.0517159337602
318	1,3-Diazetidines (HS)	[NR1]1[CR1][NR1][CR1]1	True	0.0	0.0	2.71317829457e-05	516000.0	0.0403478765343
319	Dioxetanes (HS)	[$([OR1]1[OR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1]1)]	True	0.0	0.0	3.68217054264e-05	516000.0	0.0470040814121
320	1,2-Dioxetanes (HS)	[OR1]1[OR1][CR1][CR1]1	True	0.0	0.0	3.48837209302e-05	516000.0	0.0457503689855
321	1,3-Dioxetanes (HS)	[OR1]1[CR1][OR1][CR1]1	True	0.0	0.0	1.93798449612e-06	516000.0	0.0107832877681
322	Dithietanes (HS)	[$([SX2R1]1[SX2R1][CR1][CR1]1),$([SX2R1]1[CR1][SX2R1][CR1]1)]	True	0.0	0.0	3.48837209302e-05	516000.0	0.0457503689855
323	1,2-Dithietanes (HS)	[SX2R1]1[SX2R1][CR1][CR1]1	True	0.0	0.0	0.0	516000.0	nan
324	1,3-Dithietanes (HS)	[SX2R1]1[CR1][SX2R1][CR1]1	True	0.0	0.0	3.48837209302e-05	516000.0	0.0457503689855
326	Diazetines (HS)	[$([#7]1=,:[#7]-,:[#6]-,=,:[#6]-,:1),$([#7]1-,:[#7]=,:[#6]-,:[#6]-,=,:1),$([#7]1-,:[#7]-,:[#6]=,:[#6]-,=,:1),$([#7]1=,:[#6]-,:[#7]-,=,:[#6]-,:1)]	True	0.0	0.0	9.88372093023e-05	516000.0	0.077011808676
327	Dioxetenes (HS)	[#8R1]1-,:[#8R1]-,:[#6R1]=,:[#6R1]-,:1	True	0.0	0.0	0.0	516000.0	nan
328	Dithietenes (HS)	[#16R1]1-,:[#16R1]-,:[#6R1]=,:[#6R1]-,:1	True	0.0	0.0	1.93798449612e-06	516000.0	0.0107832877681
332	Diazirenes (HS)	[$([#7R1]1-[#7R1]=[#6R1]-1),$([#7R1]1=[#7R1]-[#6R1]-1)]	True	0.0	0.0	0.000114341085271	516000.0	0.0828326599101
